date,meal,food_id,qty,note,source
2025-01-23,cena,cipolla,50,,foto
2025-01-24,pranzo,couscous,90,"couscous con pane di segale e una crema verde",foto
2025-01-24,pranzo,pane_segale,80,,foto
2025-01-24,pranzo,avocado,70,,foto
2025-01-24,cena,lenticchie_secche,80,"lenticchie con spicchi di patata dolce e striscioline di pollo",foto
2025-01-24,cena,patate_dolci,220,,foto
2025-01-24,cena,petto_pollo,140,,foto
2025-01-25,pranzo,pizza_base,1,"focaccia aperta con bresaola, avocado e radicchio",foto
2025-01-25,pranzo,bresaola,60,,foto
2025-01-25,pranzo,avocado,70,,foto
2025-01-25,pranzo,insalata_mista,60,"il radicchio e' registrato come insalata mista",foto
2025-01-25,spuntino,torta_cioccolato,110,"fetta di torta al cioccolato e nocciole con cappuccino, locale in montagna",foto
2025-01-25,spuntino,cappuccino,1,,foto
2025-01-26,pranzo,panino_bianco,1,"hamburger con funghi e insalata al pub",foto
2025-01-26,pranzo,carne_macinata_manzo,150,,foto
2025-01-26,pranzo,funghi,100,,foto
2025-01-26,pranzo,insalata_mista,80,,foto
2025-01-26,colazione,succo_frutta,250,"spremuta di arance rosse",foto
2025-01-26,colazione,cinnamon_roll,1,"girella alla cannella e caffe'",foto
2025-01-26,colazione,caffe_espresso,1,,foto
2025-01-26,cena,lenticchie_secche,80,"lenticchie con fette di arrosto di maiale",foto
2025-01-26,cena,carne_maiale,140,,foto
2025-01-27,pranzo,riso_carnaroli,110,"risotto con tartare di manzo cruda al ristorante",foto
2025-01-27,pranzo,bistecca_manzo,120,"la carne e' cruda, battuta al coltello",foto
2025-01-27,cena,ravioli_ricotta,200,"tortelli con grana croccante e guanciale",foto
2025-01-27,cena,grana_padano,25,,foto
2025-01-27,cena,guanciale,40,,foto
2025-01-27,spuntino,yogurt_greco_0,180,"vasetto di yogurt proteico",foto
2025-01-28,pranzo,patate_dolci,250,"patate dolci con lenticchie in umido e carote",foto
2025-01-28,pranzo,lenticchie_secche,80,,foto
2025-01-28,pranzo,carote,120,,foto
2025-01-28,colazione,uovo_intero,3,"uova strapazzate con avocado e pane di segale",foto
2025-01-28,colazione,avocado,70,,foto
2025-01-28,colazione,pane_segale,80,,foto
2025-01-28,spuntino,gelato_cono,90,"stecco gelato alla fragola e yogurt",foto
2025-01-29,pranzo,pizza_base,1,"pizza con prosciutto crudo, rucola e mozzarella",foto
2025-01-29,pranzo,prosciutto_crudo,60,,foto
2025-01-29,pranzo,rucola,40,,foto
2025-01-29,pranzo,mozzarella,80,,foto
2025-01-29,colazione,uovo_intero,3,"uova con avocado su pane scuro",foto
2025-01-29,colazione,avocado,70,,foto
2025-01-29,colazione,pane_segale,80,,foto
2025-01-29,cena,patate,250,"cubetti di patate arrosto con yogurt",foto
2025-01-29,cena,yogurt_greco_0,120,,foto
2025-01-30,pranzo,riso_bianco,150,"vassoio del volo Lufthansa: riso con pollo in salsa scura, insalata e pane",foto
2025-01-30,pranzo,petto_pollo,120,,foto
2025-01-30,pranzo,insalata_mista,60,,foto
2025-01-30,pranzo,pane_bianco,50,,foto
2025-01-30,colazione,uovo_intero,3,"uova strapazzate con avocado e pane di segale",foto
2025-01-30,colazione,avocado,70,,foto
2025-01-30,colazione,pane_segale,80,,foto
2025-01-30,spuntino,cinnamon_roll,1,"girella alla cannella con cappuccino",foto
2025-01-30,spuntino,cappuccino,1,,foto
2025-01-31,cena,riso_bianco,200,"riso in pentola di coccio con manzo a fette e uovo, street food a Hong Kong; porzione standard assunta",foto
2025-01-31,cena,bistecca_manzo,120,,foto
2025-01-31,cena,uovo_intero,1,,foto
2025-02-01,colazione,uovo_intero,3,"colazione in hotel a Hong Kong: uova strapazzate, panini al vapore e fagioli",foto
2025-02-01,colazione,panino_bianco,1,,foto
2025-02-01,colazione,fagioli_cannellini,150,,foto
2025-02-01,colazione,caffe_espresso,1,,foto
2025-02-01,spuntino,cornetto_crema,1,"pasticcino da forno (egg tart) con un latte",foto
2025-02-01,spuntino,cappuccino,1,,foto
2025-02-02,pranzo,riso_bianco,200,"riso saltato con verdure e un uovo sodo",foto
2025-02-02,pranzo,uovo_intero,1,,foto
2025-02-02,pranzo,broccoli,150,,foto
2025-02-02,cena,noodles_saltati,220,"ciotola di noodles con curry e verdure",foto
2025-02-02,spuntino,panino_bianco,1,"panini bianchi al vapore in una scatola da asporto",foto
2025-02-03,pranzo,momo_nepalese,220,"dim sum al vapore in cestelli di bambu'; registrati come ravioli ripieni al vapore, l'alimento piu' vicino in tabella",foto
2025-02-03,pranzo,masala_chai,200,"te' cinese servito al tavolo, registrato come te' caldo",foto
2025-02-03,spuntino,panino_bianco,1,"panino dolce tipo pineapple bun",foto
2025-02-04,pranzo,pizza_base,1,"pizza con prosciutto crudo e rucola",foto
2025-02-04,pranzo,prosciutto_crudo,60,,foto
2025-02-04,pranzo,rucola,40,,foto
2025-02-04,colazione,uovo_intero,2,"brunch con uova, salmone e cavolo rosso",foto
2025-02-04,colazione,salmone_affumicato,80,,foto
2025-02-04,colazione,cavolo_rosso,100,,foto
2025-02-05,pranzo,noodles_saltati,250,"noodles spessi con spezzatino di manzo",foto
2025-02-05,pranzo,bistecca_manzo,120,,foto
2025-02-05,spuntino,croissant_vuoto,1,"pasticcino da forno con un caffe'",foto
2025-02-05,spuntino,caffe_espresso,1,,foto
2025-02-06,pranzo,noodles_saltati,250,"noodles saltati con manzo e un involtino primavera",foto
2025-02-06,pranzo,bistecca_manzo,100,,foto
2025-02-06,cena,naan,120,"cena indiana a Hong Kong: curry, naan e lassi al mango",foto
2025-02-06,cena,ceci_scatola,250,,foto
2025-02-06,cena,curry_polvere,8,,foto
2025-02-06,cena,mango,150,,foto
2025-02-06,colazione,riso_bianco,180,"vassoio della colazione con riso saltato, un panino e un succo",foto
2025-02-06,colazione,succo_frutta,200,,foto
2025-02-07,pranzo,ceci_scatola,250,"curry di ceci con riso al ristorante indiano, con spremuta d'arancia",foto
2025-02-07,pranzo,riso_bianco,180,,foto
2025-02-07,pranzo,succo_frutta,250,,foto
2025-02-07,spuntino,pane_bianco,80,"tramezzino triangolare confezionato",foto
2025-02-08,pranzo,riso_bianco,180,"curry giallo con riso",foto
2025-02-08,pranzo,curry_polvere,8,,foto
2025-02-08,spuntino,mango,180,"dolce al mango con gelato",foto
2025-02-08,spuntino,gelato_cono,90,,foto
2025-02-08,spuntino,caffe_espresso,1,,foto
2025-02-09,cena,pizza_base,1,"pizza con rucola, grana e olive",foto
2025-02-09,cena,rucola,40,,foto
2025-02-09,cena,grana_padano,25,,foto
2025-02-09,cena,olive,30,,foto
2025-02-10,spuntino,gallette_riso,25,"galletta di riso su stecco",foto
2025-02-12,pranzo,pasta_uovo,110,"tagliatelle ai funghi al ristorante",foto
2025-02-12,pranzo,funghi,120,,foto
2025-02-13,pranzo,patate_dolci,250,"patate dolci con ceci",foto
2025-02-13,pranzo,ceci_scatola,250,,foto
2025-02-13,spuntino,mango,150,"cubetti di mango",foto
2025-02-14,pranzo,couscous,90,"couscous con fagioli neri e patata dolce arrosto",foto
2025-02-14,pranzo,fagioli_neri_scatola,200,,foto
2025-02-14,pranzo,patate_dolci,220,,foto
2025-02-15,pranzo,lenticchie_secche,80,"lenticchie e ceci in crema con pane di segale",foto
2025-02-15,pranzo,ceci_scatola,200,,foto
2025-02-15,pranzo,pane_segale,80,,foto
2025-02-15,cena,polenta_cotta,250,"pentola di polenta gialla",foto
2025-02-16,pranzo,pizza_base,1,"pizza con pomodoro, rucola e formaggio grattugiato",foto
2025-02-16,pranzo,rucola,40,,foto
2025-02-16,pranzo,grana_padano,25,,foto
2025-02-16,spuntino,pane_integrale,80,"bruschetta con una crema densa e pomodoro",foto
2025-02-16,spuntino,ricotta_vaccina,100,,foto
2025-02-16,colazione,cornetto_crema,1,"pasticcino alla crema (tipo pastel de nata) con cappuccino",foto
2025-02-16,colazione,cappuccino,1,,foto
2025-02-17,pranzo,panino_bianco,1,"hamburger a un beach bar",foto
2025-02-17,pranzo,carne_macinata_manzo,150,,foto
2025-02-17,cena,farro_perlato,90,"farro con lenticchie e pane di segale",foto
2025-02-17,cena,lenticchie_secche,70,,foto
2025-02-17,cena,pane_segale,80,,foto
2025-02-18,colazione,uovo_intero,3,"uova strapazzate con avocado su pane di segale",foto
2025-02-18,colazione,avocado,70,,foto
2025-02-18,colazione,pane_segale,80,,foto
2025-02-18,cena,farina_ceci,120,"farinata in teglia di vetro",foto
2025-02-18,spuntino,pane_segale,70,"pane scuro con marmellata e una cioccolata calda",foto
2025-02-18,spuntino,marmellata_fragola,25,,foto
2025-02-18,spuntino,cacao_100,15,,foto
2025-02-18,spuntino,latte_ps,200,,foto
2025-02-20,cena,farina_ceci,120,"fette di farinata con pezzi scuri",foto
2025-02-21,cena,lenticchie_secche,80,"zuppa di lenticchie e carote in pentola",foto
2025-02-21,cena,carote,120,,foto
2025-02-24,pranzo,farro_perlato,90,"farro con lenticchie e pane di segale, accanto una ciotola di yogurt",foto
2025-02-24,pranzo,lenticchie_secche,70,,foto
2025-02-24,pranzo,pane_segale,80,,foto
2025-02-24,pranzo,yogurt_greco_0,150,,foto
2025-03-01,spuntino,torta_semplice,100,"dolce da forno in piazza",foto
2025-03-02,pranzo,couscous,90,"purea di couscous e verdure nel piatto",foto
2025-03-03,pranzo,focaccia,150,"focaccia con pomodoro e cipolla",foto
2025-03-03,pranzo,cipolla,50,,foto
2025-03-03,cena,focaccia,120,"focaccia fatta in casa con fette di salame",foto
2025-03-03,cena,salame,50,,foto
2025-03-03,colazione,pane_segale,80,"pane scuro con avocado e ricotta",foto
2025-03-03,colazione,avocado,70,,foto
2025-03-03,colazione,ricotta_vaccina,100,,foto
2025-03-04,pranzo,polenta_cotta,250,"polenta con chili di fagioli e mais",foto
2025-03-04,pranzo,fagioli_neri_scatola,200,,foto
2025-03-04,pranzo,mais_dolce,100,,foto
2025-03-04,cena,ceci_scatola,250,"ceci con pomodoro e verdure",foto
2025-03-04,cena,passata_pomodoro,120,,foto
2025-03-05,pranzo,pizza_base,1,"pizza con bresaola, rucola e grana",foto
2025-03-05,pranzo,bresaola,60,,foto
2025-03-05,pranzo,rucola,40,,foto
2025-03-05,pranzo,grana_padano,25,,foto
2025-03-05,colazione,uovo_intero,3,"uova strapazzate su pane scuro",foto
2025-03-05,colazione,pane_segale,80,,foto
2025-03-06,pranzo,patate_dolci,250,"fette di patata dolce con chili di mais, fagioli rossi e macinato",foto
2025-03-06,pranzo,carne_macinata_manzo,140,,foto
2025-03-06,pranzo,mais_dolce,100,,foto
2025-03-06,pranzo,fagioli_neri_scatola,150,,foto
2025-03-06,cena,lenticchie_secche,80,"lenticchie in umido con pane a lievitazione naturale",foto
2025-03-06,cena,pane_integrale,90,,foto
2025-03-06,colazione,avena_fiocchi,70,"porridge al cioccolato con banana",foto
2025-03-06,colazione,cacao_100,15,,foto
2025-03-06,colazione,banana,1,,foto
2025-03-06,colazione,latte_ps,250,,foto
2025-03-06,spuntino,caffe_espresso,1,"caffe' al bar",foto
2025-03-07,pranzo,pizza_base,1,"pizza bianca con patate, mozzarella e prosciutto cotto",foto
2025-03-07,pranzo,patate,150,,foto
2025-03-07,pranzo,mozzarella,80,,foto
2025-03-07,pranzo,prosciutto_cotto,60,,foto
2025-03-07,cena,lenticchie_secche,80,"lenticchie con mais e verdure",foto
2025-03-07,cena,mais_dolce,100,,foto
2025-03-07,colazione,pane_integrale,80,"pane con marmellata",foto
2025-03-07,colazione,marmellata_fragola,25,,foto
2025-03-08,pranzo,pasta_uovo,110,"tagliatelle con salsa verde, fagiolini e patate, pranzo in famiglia",foto
2025-03-08,pranzo,fagiolini,120,,foto
2025-03-08,pranzo,patate,150,,foto
2025-03-08,cena,patate_dolci,220,"patate dolci con chili di fagioli e sfoglie di polenta",foto
2025-03-08,cena,fagioli_neri_scatola,180,,foto
2025-03-08,cena,polenta_cotta,150,,foto
2025-03-08,spuntino,cappuccino,1,"cappuccino al bar",foto
2025-03-09,pranzo,couscous,90,"couscous con pane scuro e una crema verde",foto
2025-03-09,pranzo,pane_segale,80,,foto
2025-03-09,pranzo,avocado,70,,foto
2025-03-09,cena,ceci_scatola,250,"ceci con pomodoro e uno spicchio di farinata",foto
2025-03-09,cena,passata_pomodoro,120,,foto
2025-03-09,cena,farina_ceci,80,,foto
2025-03-09,colazione,pane_segale,80,"pane scuro con fette di arancia rossa e una cioccolata",foto
2025-03-09,colazione,arancia,1,,foto
2025-03-09,colazione,cacao_100,15,,foto
2025-03-09,spuntino,crostata_frutta,110,"crostatina alle fragole con cappuccino",foto
2025-03-09,spuntino,cappuccino,1,,foto
2025-03-10,pranzo,panino_farcito,1,"panino con verdure grigliate e formaggio",foto
2025-03-10,cena,farro_perlato,90,"farro con lenticchie e funghi",foto
2025-03-10,cena,lenticchie_secche,70,,foto
2025-03-10,cena,funghi,120,,foto
2025-03-10,colazione,caffe_espresso,1,"caffe' con pane scuro",foto
2025-03-10,colazione,pane_segale,80,,foto
2025-03-11,cena,panino_bianco,1,"hamburger doppio con formaggio e insalata di cavolo",foto
2025-03-11,cena,carne_macinata_manzo,200,,foto
2025-03-11,cena,cavolo_rosso,80,,foto
2025-03-11,pranzo,bistecca_manzo,120,"tartare di manzo cruda con rucola",foto
2025-03-11,pranzo,rucola,40,,foto
2025-03-11,pranzo,patate_dolci,200,"patate dolci a bastoncini",foto
2025-03-12,pranzo,lenticchie_secche,80,"zuppa di lenticchie e verdure",foto
2025-03-12,pranzo,carote,120,,foto
2025-03-12,pranzo,zucchine,120,,foto
2025-03-13,pranzo,patate,250,"patate lesse con macinato e lenticchie",foto
2025-03-13,pranzo,carne_macinata_manzo,140,,foto
2025-03-13,pranzo,lenticchie_secche,60,,foto
2025-03-13,cena,zucca,200,"verdure arrosto: patate, carote e zucca",foto
2025-03-13,cena,carote,120,,foto
2025-03-13,spuntino,yogurt_greco_0,170,"yogurt con miele e noci",foto
2025-03-13,spuntino,miele,15,,foto
2025-03-13,spuntino,noci,20,,foto
2025-03-14,pranzo,pizza_base,1,"pizza con patate, prosciutto cotto, funghi e uovo",foto
2025-03-14,pranzo,patate,150,,foto
2025-03-14,pranzo,prosciutto_cotto,50,,foto
2025-03-14,pranzo,funghi,80,,foto
2025-03-14,pranzo,uovo_intero,1,,foto
2025-03-14,cena,farro_perlato,90,"farro con fagiolini e pane di segale",foto
2025-03-14,cena,fagiolini,120,,foto
2025-03-14,cena,pane_segale,80,,foto
2025-03-14,spuntino,mandarino,2,"spicchi di agrume",foto
2025-03-14,spuntino,panino_bianco,1,"panino durante un giro in bici",foto
2025-03-15,colazione,uovo_intero,3,"uova strapazzate con zucca su pane scuro",foto
2025-03-15,colazione,zucca,150,,foto
2025-03-15,colazione,pane_segale,80,,foto
2025-03-15,pranzo,piadina,120,"piadina",foto
2025-03-15,cena,panino_farcito,1,"brioche salata ripiena di carne in umido",foto
2025-03-15,spuntino,cappuccino,1,"cappuccino al bar",foto
2025-03-16,spuntino,torta_semplice,110,"fetta di torta",foto
2025-03-16,pranzo,panino_farcito,1,"panino avvolto nella stagnola",foto
2025-03-16,spuntino,caffe_espresso,1,"caffe' freddo",foto
2025-03-16,spuntino,banana,1,"banana durante un giro in bici",foto
2025-03-16,cena,farro_perlato,90,"farro con lenticchie",foto
2025-03-16,cena,lenticchie_secche,70,,foto
2025-03-17,pranzo,bistecca_manzo,180,"bistecca alla griglia con patate e carote arrosto e limone",foto
2025-03-17,pranzo,patate,220,,foto
2025-03-17,pranzo,carote,120,,foto
2025-03-17,cena,lenticchie_secche,80,"ciotola di lenticchie",foto
2025-03-18,pranzo,ceci_scatola,250,"ceci con mais e pomodoro",foto
2025-03-18,pranzo,mais_dolce,100,,foto
2025-03-18,pranzo,passata_pomodoro,100,,foto
2025-03-18,cena,pomodorini,180,"pomodori con mozzarella e insalata",foto
2025-03-18,cena,mozzarella,100,,foto
2025-03-18,colazione,pane_segale,80,"pane scuro con pomodori e feta",foto
2025-03-18,colazione,feta,60,,foto
2025-03-19,spuntino,torta_semplice,110,"torta a una festa del gruppo di corsa",foto
2025-03-19,colazione,croissant_vuoto,1,"buffet con cornetti, panini e banane",foto
2025-03-19,colazione,banana,1,,foto
2025-03-19,cena,lenticchie_secche,80,"lenticchie in umido su pane",foto
2025-03-19,cena,pane_integrale,80,,foto
2025-03-20,pranzo,pizza_base,1,"pizza con prosciutto crudo e rucola",foto
2025-03-20,pranzo,prosciutto_crudo,60,,foto
2025-03-20,pranzo,rucola,40,,foto
2025-03-20,cena,lenticchie_secche,80,"lenticchie con cavolo rosso e pane di segale",foto
2025-03-20,cena,cavolo_rosso,120,,foto
2025-03-20,cena,pane_segale,80,,foto
2025-03-21,cena,pizza_base,1,"pizzeria con gli amici, ognuno la sua pizza",foto
2025-03-21,pranzo,lenticchie_secche,80,"lenticchie in umido",foto
2025-03-22,pranzo,lenticchie_secche,80,"lenticchie con una piadina di mais",foto
2025-03-22,pranzo,piadina,100,,foto
2025-03-22,colazione,croissant_vuoto,1,"brioche con cappuccino",foto
2025-03-22,colazione,cappuccino,1,,foto
2025-03-23,pranzo,farro_perlato,90,"farro con cavolo nero e carote e pane di segale",foto
2025-03-23,pranzo,cavolo_nero,150,,foto
2025-03-23,pranzo,carote,120,,foto
2025-03-23,pranzo,pane_segale,80,,foto
2025-03-23,cena,ceci_scatola,250,"ciotola con ceci, rucola, cubetti di tofu e guacamole",foto
2025-03-23,cena,rucola,40,,foto
2025-03-23,cena,tofu,120,,foto
2025-03-23,cena,avocado,70,,foto
2025-03-23,colazione,pane_integrale,80,"pane con marmellata",foto
2025-03-23,colazione,marmellata_fragola,25,,foto
2025-03-23,spuntino,caffe_espresso,1,"caffe' freddo",foto
2025-03-24,pranzo,riso_carnaroli,110,"risotto con salume rosa e formaggio",foto
2025-03-24,pranzo,bresaola,50,,foto
2025-03-24,pranzo,grana_padano,25,,foto
2025-03-24,cena,zucca,220,"stufato di zucca e lenticchie",foto
2025-03-24,cena,lenticchie_secche,80,,foto
2025-03-25,pranzo,focaccia,150,"focaccia con funghi, olive e verdure",foto
2025-03-25,pranzo,funghi,100,,foto
2025-03-25,pranzo,olive,30,,foto
2025-03-25,cena,pasta_semola,110,"pasta al pomodoro con pangrattato",foto
2025-03-25,cena,passata_pomodoro,150,,foto
2025-03-25,spuntino,fagioli_cannellini,200,"ciotola con fagioli, pomodoro, crostini e verdura",foto
2025-03-25,spuntino,pane_integrale,50,,foto
2025-03-25,colazione,pane_integrale,80,"pane con marmellata e caffe' freddo",foto
2025-03-25,colazione,marmellata_fragola,25,,foto
2025-03-25,colazione,caffe_espresso,1,,foto
2025-03-26,colazione,pane_segale,80,"pane scuro con pomodori e ricotta",foto
2025-03-26,colazione,pomodorini,120,,foto
2025-03-26,colazione,ricotta_vaccina,100,,foto
2025-03-26,cena,polpette_legumi,180,"polpette al forno con un frullato all'arancia",foto
2025-03-26,cena,succo_frutta,250,,foto
2025-03-26,spuntino,cacao_100,15,"pane con marmellata e cioccolata calda",foto
2025-03-26,spuntino,latte_ps,200,,foto
2025-03-27,pranzo,pizza_base,1,"pizza con prosciutto cotto, rucola e uovo",foto
2025-03-27,pranzo,prosciutto_cotto,60,,foto
2025-03-27,pranzo,rucola,40,,foto
2025-03-27,pranzo,uovo_intero,1,,foto
